,ClusterId,ClusterName,code,Description
12750,DRSMOK11,Asthma-related drug treatment codes,x00I2,Becodisks 100micrograms disks+diskhaler
12751,DRSMOK11,Asthma-related drug treatment codes,x00I3,Becodisks 200micrograms/blister disks+diskhaler
12752,DRSMOK11,Asthma-related drug treatment codes,x00I4,Becodisks 400micrograms/blister disks+diskhaler
12753,DRSMOK11,Asthma-related drug treatment codes,x00QU,Pulmicort 200micrograms inhaler
12754,DRSMOK11,Asthma-related drug treatment codes,x00QV,Pulmicort 200micrograms inhaler refill
12755,DRSMOK11,Asthma-related drug treatment codes,x00bU,Pulmicort 500micrograms/2mL Respule
12756,DRSMOK11,Asthma-related drug treatment codes,x00bV,Pulmicort 1mg/2mL Respule
12757,DRSMOK11,Asthma-related drug treatment codes,x00gE,Pulmicort 100micrograms Turbohaler
12758,DRSMOK11,Asthma-related drug treatment codes,x00gF,Pulmicort 200micrograms Turbohaler
12759,DRSMOK11,Asthma-related drug treatment codes,x00gG,Pulmicort 400micrograms Turbohaler
12760,DRSMOK11,Asthma-related drug treatment codes,x00z6,Respiratory budesonide
12761,DRSMOK11,Asthma-related drug treatment codes,x00zA,Respiratory beclomethasone
12762,DRSMOK11,Asthma-related drug treatment codes,x00zz,Duovent UDV nebuliser solution
12763,DRSMOK11,Asthma-related drug treatment codes,x0100,Fenoterol+ipratropium 500micrograms/1.25mg nebulisation unit
12764,DRSMOK11,Asthma-related drug treatment codes,x01Ck,Bambuterol
12765,DRSMOK11,Asthma-related drug treatment codes,x01Cl,Fenoterol
12766,DRSMOK11,Asthma-related drug treatment codes,x01Cm,Orciprenaline
12767,DRSMOK11,Asthma-related drug treatment codes,x01Cq,Terbutaline
12768,DRSMOK11,Asthma-related drug treatment codes,x01Cr,Oral terbutaline
12769,DRSMOK11,Asthma-related drug treatment codes,x01Cs,Parenteral terbutaline
12770,DRSMOK11,Asthma-related drug treatment codes,x01EF,Inhaled sodium cromoglycate
12771,DRSMOK11,Asthma-related drug treatment codes,x01EG,Intal Syncroner inhaler+spacer
12772,DRSMOK11,Asthma-related drug treatment codes,x01EJ,Nedocromil
12773,DRSMOK11,Asthma-related drug treatment codes,x01Ej,Oral aminophylline
12774,DRSMOK11,Asthma-related drug treatment codes,x01Ek,Parenteral aminophylline
12775,DRSMOK11,Asthma-related drug treatment codes,x01NO,Respiratory fluticasone
12776,DRSMOK11,Asthma-related drug treatment codes,x025g,Ventodisks 200micrograms/blister disks+diskhaler
12777,DRSMOK11,Asthma-related drug treatment codes,x025h,Ventodisks 400micrograms/blister disks+diskhaler
12778,DRSMOK11,Asthma-related drug treatment codes,x025i,Ventodisks 200mcg/blister disks refill
12779,DRSMOK11,Asthma-related drug treatment codes,x025j,Ventodisks 400mcg/blister disks refill
12780,DRSMOK11,Asthma-related drug treatment codes,x029g,Budesonide refill
12781,DRSMOK11,Asthma-related drug treatment codes,x02IG,Corticosteroids used in the treatment of asthma
12782,DRSMOK11,Asthma-related drug treatment codes,x02LJ,Ketotifen
12783,DRSMOK11,Asthma-related drug treatment codes,x05Fg,Oral salbutamol preparations
12784,DRSMOK11,Asthma-related drug treatment codes,x05Fh,Parenteral salbutamol preparations
12785,DRSMOK11,Asthma-related drug treatment codes,x05Fi,Inhaled salbutamol preparations
12786,DRSMOK11,Asthma-related drug treatment codes,x05kq,Respiratory mometasone
12787,DRSMOK2,Stroke disease codes,E004.,Arteriosclerotic dementia (including [multi infarct dement])
12788,DRSMOK2,Stroke disease codes,E0040,Uncomplicated arteriosclerotic dementia
12789,DRSMOK2,Stroke disease codes,E0041,Arteriosclerotic dementia with delirium
12790,DRSMOK2,Stroke disease codes,E0042,Arteriosclerotic dementia with paranoia
12791,DRSMOK2,Stroke disease codes,E0043,Arteriosclerotic dementia with depression
12792,DRSMOK2,Stroke disease codes,E004z,Arteriosclerotic dementia NOS
12793,DRSMOK2,Stroke disease codes,Eu01.,Vascular dementia
12794,DRSMOK2,Stroke disease codes,Eu011,[X]Dementia: [multi-infarct] or [predominantly cortical]
12795,DRSMOK2,Stroke disease codes,Eu01y,[X]Other vascular dementia
12796,DRSMOK2,Stroke disease codes,Eu01z,"[X]Vascular dementia, unspecified"
12797,DRSMOK2,Stroke disease codes,F21y2,Binswanger's disease
12798,DRSMOK2,Stroke disease codes,G61..,Intracerebral haemorrhage (& [cerebrovasc accident due to])
12799,DRSMOK2,Stroke disease codes,G610.,Cortical haemorrhage
12800,DRSMOK2,Stroke disease codes,G611.,Internal capsule haemorrhage
12801,DRSMOK2,Stroke disease codes,G612.,Basal ganglia haemorrhage
12802,DRSMOK2,Stroke disease codes,G613.,Cerebellar haemorrhage
12803,DRSMOK2,Stroke disease codes,G614.,Pontine haemorrhage
12804,DRSMOK2,Stroke disease codes,G615.,Bulbar haemorrhage
12805,DRSMOK2,Stroke disease codes,G616.,External capsule haemorrhage
12806,DRSMOK2,Stroke disease codes,G618.,"Intracerebral haemorrhage, multiple localised"
12807,DRSMOK2,Stroke disease codes,G61z.,Intracerebral haemorrhage NOS
12808,DRSMOK2,Stroke disease codes,G63y0,Cerebral infarct due to thrombosis of precerebral arteries
12809,DRSMOK2,Stroke disease codes,G63y1,Cerebral infarction due to embolism of precerebral arteries
12810,DRSMOK2,Stroke disease codes,G640.,Cerebral thrombosis
12811,DRSMOK2,Stroke disease codes,G6400,Cerebral infarction due to thrombosis of cerebral arteries
12812,DRSMOK2,Stroke disease codes,G6410,Cerebral infarction due to embolism of cerebral arteries
12813,DRSMOK2,Stroke disease codes,G64z.,Infarct (& [cerebell] or [cerebral NOS] or [brainstem NOS])
12814,DRSMOK2,Stroke disease codes,G64z1,Wallenberg syndrome
12815,DRSMOK2,Stroke disease codes,G66..,CVA - cerebrovascular accident (& unspecified [& stroke])
12816,DRSMOK2,Stroke disease codes,G663.,Brainstem stroke syndrome
12817,DRSMOK2,Stroke disease codes,G664.,Cerebellar stroke syndrome
12818,DRSMOK2,Stroke disease codes,G667.,Left sided cerebral hemisphere cerebrovascular accident
12819,DRSMOK2,Stroke disease codes,G668.,Right sided cerebral hemisphere cerebrovascular accident
12820,DRSMOK2,Stroke disease codes,G6760,"Cereb infarct due cerebral venous thrombosis, non-pyogenic"
12821,DRSMOK2,Stroke disease codes,G6X..,[X]Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs
12822,DRSMOK2,Stroke disease codes,Gyu63,[X]Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs
12823,DRSMOK2,Stroke disease codes,Gyu64,[X]Other cerebral infarction
12824,DRSMOK2,Stroke disease codes,Gyu6G,[X]Cereb infarct due unsp occlus/stenos precerebr arteries
12825,DRSMOK2,Stroke disease codes,X003R,Vascular dementia of acute onset
12826,DRSMOK2,Stroke disease codes,X003T,Subcortical vascular dementia
12827,DRSMOK2,Stroke disease codes,X003V,Mixed cortical and subcortical vascular dementia
12828,DRSMOK2,Stroke disease codes,X00D1,Cerebrovascular accident
12829,DRSMOK2,Stroke disease codes,X00D3,CVA - cerebral artery occlusion
12830,DRSMOK2,Stroke disease codes,X00D4,Infarction - precerebral
12831,DRSMOK2,Stroke disease codes,X00D5,Anterior cerebral circulation infarction
12832,DRSMOK2,Stroke disease codes,X00D6,Total anterior cerebral circulation infarction
12833,DRSMOK2,Stroke disease codes,X00D7,Partial anterior cerebral circulation infarction
12834,DRSMOK2,Stroke disease codes,X00D8,Posterior cerebral circulation infarction
12835,DRSMOK2,Stroke disease codes,X00D9,Brainstem infarction NOS
12836,DRSMOK2,Stroke disease codes,X00DA,Lacunar infarction
12837,DRSMOK2,Stroke disease codes,X00DB,Pure motor lacunar infarction
12838,DRSMOK2,Stroke disease codes,X00DC,Pure sensory lacunar infarction
12839,DRSMOK2,Stroke disease codes,X00DD,Pure sensorimotor lacunar infarction
12840,DRSMOK2,Stroke disease codes,X00DE,Lacunar ataxic hemiparesis
12841,DRSMOK2,Stroke disease codes,X00DF,Dysarthria-clumsy hand syndrome
12842,DRSMOK2,Stroke disease codes,X00DG,Multi-infarct state
12843,DRSMOK2,Stroke disease codes,X00DI,Haemorrhagic cerebral infarction
12844,DRSMOK2,Stroke disease codes,X00DJ,Anterior cerebral circulation haemorrhagic infarction
12845,DRSMOK2,Stroke disease codes,X00DK,Posterior cerebral circulation haemorrhagic infarction
12846,DRSMOK2,Stroke disease codes,X00DL,Massive supratentorial cerebral haemorrhage
12847,DRSMOK2,Stroke disease codes,X00DM,Lobar cerebral haemorrhage
12848,DRSMOK2,Stroke disease codes,X00DN,Subcortical cerebral haemorrhage
12849,DRSMOK2,Stroke disease codes,X00DO,Thalamic haemorrhage
12850,DRSMOK2,Stroke disease codes,X00DP,Lacunar haemorrhage
12851,DRSMOK2,Stroke disease codes,X00DQ,Brainstem haemorrhage
12852,DRSMOK2,Stroke disease codes,X00DR,Stroke of uncertain pathology
12853,DRSMOK2,Stroke disease codes,X00DS,Anterior circulation stroke of uncertain pathology
12854,DRSMOK2,Stroke disease codes,X00DT,Posterior circulation stroke of uncertain pathology
12855,DRSMOK2,Stroke disease codes,XE0VF,Cerebral parenchymal haemorrhage
12856,DRSMOK2,Stroke disease codes,XE0VJ,Cerebral infarction NOS
12857,DRSMOK2,Stroke disease codes,XE0X2,(Cereb infarc)(cerebrovas acc)(undef stroke/CVA)(stroke NOS)
12858,DRSMOK2,Stroke disease codes,XE1Xs,Vascular dementia
12859,DRSMOK2,Stroke disease codes,XE2aB,Stroke and cerebrovascular accident unspecified
12860,DRSMOK2,Stroke disease codes,Xa00I,Occipital cerebral infarction
12861,DRSMOK2,Stroke disease codes,Xa00J,Cerebellar infarction
12862,DRSMOK2,Stroke disease codes,Xa00K,Brainstem infarction
12863,DRSMOK2,Stroke disease codes,Xa00L,Benedict syndrome
12864,DRSMOK2,Stroke disease codes,Xa00M,Wallenberg syndrome
12865,DRSMOK2,Stroke disease codes,Xa00N,Foville syndrome
12866,DRSMOK2,Stroke disease codes,Xa00O,Millard-Gubler syndrome
12867,DRSMOK2,Stroke disease codes,Xa00P,Weber syndrome
12868,DRSMOK2,Stroke disease codes,Xa00Q,Claude syndrome
12869,DRSMOK2,Stroke disease codes,Xa00R,Top of basilar syndrome
12870,DRSMOK2,Stroke disease codes,Xa0Bj,Intracerebellar and posterior fossa haemorrhage
12871,DRSMOK2,Stroke disease codes,Xa0kZ,Cerebral infarction
12872,DRSMOK2,Stroke disease codes,Xa0lH,Multi-infarct dementia
12873,DRSMOK2,Stroke disease codes,Xa1hE,Extension of cerebrovascular accident
12874,DRSMOK2,Stroke disease codes,XaB4Z,Multiple lacunar infarcts
12875,DRSMOK2,Stroke disease codes,XaBEC,Left sided cerebral infarction
12876,DRSMOK2,Stroke disease codes,XaBED,Right sided cerebral infarction
12877,DRSMOK2,Stroke disease codes,XaBM4,"Left sided intracerebral haemorrhage, unspecified"
12878,DRSMOK2,Stroke disease codes,XaBM5,"Right sided intracerebral haemorrhage, unspecified"
12879,DRSMOK2,Stroke disease codes,XaEGq,Stroke NOS
12880,DRSMOK2,Stroke disease codes,XaJgQ,Infarction of basal ganglia
12881,DRSMOK2,Stroke disease codes,XaQbK,Pure motor lacunar syndrome
12882,DRSMOK2,Stroke disease codes,XaQbM,Pure sensory lacunar syndrome
12883,DRSMOK3,TIA codes,F4236,Amaurosis fugax
12884,DRSMOK3,TIA codes,Fyu55,[X]Other transnt cerebral ischaemic attacks+related syndroms
12885,DRSMOK3,TIA codes,G65..,(Drop attack) or (trans cereb isch) or (verteb-basil insuff)
12886,DRSMOK3,TIA codes,G650.,Basilar artery syndrome
12887,DRSMOK3,TIA codes,G651.,Vertebral artery syndrome
12888,DRSMOK3,TIA codes,G6510,Vertebrobasilar artery syndrome
12889,DRSMOK3,TIA codes,G652.,Subclavian steal syndrome
12890,DRSMOK3,TIA codes,G653.,Carotid artery syndrome hemispheric
12891,DRSMOK3,TIA codes,G654.,Multiple and bilateral precerebral artery syndromes
12892,DRSMOK3,TIA codes,G65y.,Other transient cerebral ischaemia
12893,DRSMOK3,TIA codes,G65z.,Transient cerebral ischaemia NOS
12894,DRSMOK3,TIA codes,G65zz,Transient cerebral ischaemia NOS
12895,DRSMOK3,TIA codes,G660.,Middle cerebral artery syndrome
12896,DRSMOK3,TIA codes,G661.,Anterior cerebral artery syndrome
12897,DRSMOK3,TIA codes,G662.,Posterior cerebral artery syndrome
12898,DRSMOK3,TIA codes,X00DU,Carotid territory transient ischaemic attack
12899,DRSMOK3,TIA codes,X00DV,Vertebrobasilar territory transient ischaemic attack
12900,DRSMOK3,TIA codes,X00DW,Vertebrobasilar insufficiency
12901,DRSMOK3,TIA codes,XE0VK,Transient ischaemic attack
12902,DRSMOK3,TIA codes,XE0X0,(Trans isch attacks) or (vert-basil insuf) or (drop attacks)
12903,DRSMOK3,TIA codes,XaEGK,Transient ischaemic attacks
12904,DRSMOK3,TIA codes,XaX16,[V]Personal history of transient ischaemic attack
12905,DRSMOK4,Hypertension diagnosis codes,G2...,Hypertensive disease
12906,DRSMOK4,Hypertension diagnosis codes,G200.,Malignant essential hypertension
12907,DRSMOK4,Hypertension diagnosis codes,G201.,Benign essential hypertension
12908,DRSMOK4,Hypertension diagnosis codes,G202.,Systolic hypertension
12909,DRSMOK4,Hypertension diagnosis codes,G24..,Secondary hypertension
12910,DRSMOK4,Hypertension diagnosis codes,G240.,Malignant secondary hypertension
12911,DRSMOK4,Hypertension diagnosis codes,G2400,Secondary malignant renovascular hypertension
12912,DRSMOK4,Hypertension diagnosis codes,G240z,Secondary malignant hypertension NOS
12913,DRSMOK4,Hypertension diagnosis codes,G241.,Secondary benign hypertension
12914,DRSMOK4,Hypertension diagnosis codes,G2410,Secondary benign renovascular hypertension
12915,DRSMOK4,Hypertension diagnosis codes,G241z,Secondary benign hypertension NOS
12916,DRSMOK4,Hypertension diagnosis codes,G244.,Hypertension secondary to endocrine disorders
12917,DRSMOK4,Hypertension diagnosis codes,G24z.,Secondary hypertension NOS
12918,DRSMOK4,Hypertension diagnosis codes,G24z0,Secondary renovascular hypertension NOS
12919,DRSMOK4,Hypertension diagnosis codes,G24z1,Hypertension secondary to drug
12920,DRSMOK4,Hypertension diagnosis codes,G24zz,Secondary hypertension NOS
12921,DRSMOK4,Hypertension diagnosis codes,G2y..,Other specified hypertensive disease
12922,DRSMOK4,Hypertension diagnosis codes,G2z..,Hypertensive disease NOS
12923,DRSMOK4,Hypertension diagnosis codes,Gyu2.,[X]Hypertensive diseases
12924,DRSMOK4,Hypertension diagnosis codes,Gyu20,[X]Other secondary hypertension
12925,DRSMOK4,Hypertension diagnosis codes,Gyu21,[X]Hypertension secondary to other renal disorders
12926,DRSMOK4,Hypertension diagnosis codes,L1282,Pre-exist 2ndry hypertens comp preg childbth and puerprum
12927,DRSMOK4,Hypertension diagnosis codes,XE0Ub,Hypertension
12928,DRSMOK4,Hypertension diagnosis codes,XE0Uc,Essential hypertension
12929,DRSMOK4,Hypertension diagnosis codes,XE0Ud,Essential hypertension NOS
12930,DRSMOK4,Hypertension diagnosis codes,XSDSb,Diastolic hypertension
12931,DRSMOK4,Hypertension diagnosis codes,Xa0Cs,Labile hypertension
12932,DRSMOK4,Hypertension diagnosis codes,Xa0kX,Renovascular hypertension
12933,DRSMOK4,Hypertension diagnosis codes,Xa3fQ,Malignant hypertension
12934,DRSMOK4,Hypertension diagnosis codes,XaZWm,Stage 1 hypertension (NICE - Nat Ins for Hth Clin Excl 2011)
12935,DRSMOK4,Hypertension diagnosis codes,XaZWn,Severe hypertension (Nat Inst for Health Clinical Ex 2011)
12936,DRSMOK4,Hypertension diagnosis codes,XaZbz,Stage 2 hypertension (NICE - Nat Ins for Hth Clin Excl 2011)
12937,DRSMOK5,Codes for hypertension resolved,21261,Hypertension resolved
12938,DRSMOK6,Diagnostic codes for diabetes mellitus,C1080,Type I diabetes mellitus with renal complications
12939,DRSMOK6,Diagnostic codes for diabetes mellitus,C1081,Type I diabetes mellitus with ophthalmic complications
12940,DRSMOK6,Diagnostic codes for diabetes mellitus,C1082,Type I diabetes mellitus with neurological complications
12941,DRSMOK6,Diagnostic codes for diabetes mellitus,C1083,Type I diabetes mellitus with multiple complications
12942,DRSMOK6,Diagnostic codes for diabetes mellitus,C1085,Type I diabetes mellitus with ulcer
12943,DRSMOK6,Diagnostic codes for diabetes mellitus,C1086,Type I diabetes mellitus with gangrene
12944,DRSMOK6,Diagnostic codes for diabetes mellitus,C1087,Type I diabetes mellitus with retinopathy
12945,DRSMOK6,Diagnostic codes for diabetes mellitus,C1088,Type I diabetes mellitus - poor control
12946,DRSMOK6,Diagnostic codes for diabetes mellitus,C1089,Type I diabetes mellitus maturity onset
12947,DRSMOK6,Diagnostic codes for diabetes mellitus,C1090,Type II diabetes mellitus with renal complications
12948,DRSMOK6,Diagnostic codes for diabetes mellitus,C1091,Type II diabetes mellitus with ophthalmic complications
12949,DRSMOK6,Diagnostic codes for diabetes mellitus,C1092,Type II diabetes mellitus with neurological complications
12950,DRSMOK6,Diagnostic codes for diabetes mellitus,C1093,Type II diabetes mellitus with multiple complications
12951,DRSMOK6,Diagnostic codes for diabetes mellitus,C1094,Type II diabetes mellitus with ulcer
12952,DRSMOK6,Diagnostic codes for diabetes mellitus,C1095,Type II diabetes mellitus with gangrene
12953,DRSMOK6,Diagnostic codes for diabetes mellitus,C1096,Type II diabetes mellitus with retinopathy
12954,DRSMOK6,Diagnostic codes for diabetes mellitus,C1097,Type II diabetes mellitus - poor control
12955,DRSMOK6,Diagnostic codes for diabetes mellitus,L1805,"Pre-existing diabetes mellitus, insulin-dependent"
12956,DRSMOK6,Diagnostic codes for diabetes mellitus,L1806,"Pre-existing diabetes mellitus, non-insulin-dependent"
12957,DRSMOK6,Diagnostic codes for diabetes mellitus,X008t,"Diab insipidus,diab mell,optic atrophy and deafness"
12958,DRSMOK6,Diagnostic codes for diabetes mellitus,X40J4,Type I diabetes mellitus
12959,DRSMOK6,Diagnostic codes for diabetes mellitus,X40J5,Type II diabetes mellitus
12960,DRSMOK6,Diagnostic codes for diabetes mellitus,X40J6,Insulin treated Type 2 diabetes mellitus
12961,DRSMOK6,Diagnostic codes for diabetes mellitus,X40JY,Insulin-dependent diabetes mellitus secretory diarrhoea synd
12962,DRSMOK6,Diagnostic codes for diabetes mellitus,Xa4g7,Unstable type I diabetes mellitus
12963,DRSMOK6,Diagnostic codes for diabetes mellitus,XaELP,Type I diabetes mellitus without complication
12964,DRSMOK6,Diagnostic codes for diabetes mellitus,XaELQ,Type II diabetes mellitus without complication
12965,DRSMOK6,Diagnostic codes for diabetes mellitus,XaEnn,Type I diabetes mellitus with mononeuropathy
12966,DRSMOK6,Diagnostic codes for diabetes mellitus,XaEno,Type I diabetes mellitus with polyneuropathy
12967,DRSMOK6,Diagnostic codes for diabetes mellitus,XaEnp,Type II diabetes mellitus with mononeuropathy
12968,DRSMOK6,Diagnostic codes for diabetes mellitus,XaEnq,Type II diabetes mellitus with polyneuropathy
12969,DRSMOK6,Diagnostic codes for diabetes mellitus,XaF04,Type I diabetes mellitus with nephropathy
12970,DRSMOK6,Diagnostic codes for diabetes mellitus,XaF05,Type II diabetes mellitus with nephropathy
12971,DRSMOK6,Diagnostic codes for diabetes mellitus,XaFWG,Type I diabetes mellitus with hypoglycaemic coma
12972,DRSMOK6,Diagnostic codes for diabetes mellitus,XaFWI,Type II diabetes mellitus with hypoglycaemic coma
12973,DRSMOK6,Diagnostic codes for diabetes mellitus,XaFm8,Type I diabetes mellitus with diabetic cataract
12974,DRSMOK6,Diagnostic codes for diabetes mellitus,XaFmA,Type II diabetes mellitus with diabetic cataract
12975,DRSMOK6,Diagnostic codes for diabetes mellitus,XaFmK,Type I diabetes mellitus with peripheral angiopathy
12976,DRSMOK6,Diagnostic codes for diabetes mellitus,XaFmL,Type I diabetes mellitus with arthropathy
12977,DRSMOK6,Diagnostic codes for diabetes mellitus,XaFmM,Type I diabetes mellitus with neuropathic arthropathy
12978,DRSMOK6,Diagnostic codes for diabetes mellitus,XaFn7,Type II diabetes mellitus with peripheral angiopathy
12979,DRSMOK6,Diagnostic codes for diabetes mellitus,XaFn8,Type II diabetes mellitus with arthropathy
12980,DRSMOK6,Diagnostic codes for diabetes mellitus,XaFn9,Type II diabetes mellitus with neuropathic arthropathy
12981,DRSMOK6,Diagnostic codes for diabetes mellitus,XaIzM,Type 1 diabetes mellitus with persistent proteinuria
12982,DRSMOK6,Diagnostic codes for diabetes mellitus,XaIzN,Type 1 diabetes mellitus with persistent microalbuminuria
12983,DRSMOK6,Diagnostic codes for diabetes mellitus,XaIzQ,Type II diabetes mellitus with persistent proteinuria
12984,DRSMOK6,Diagnostic codes for diabetes mellitus,XaIzR,Type II diabetes mellitus with persistent microalbuminuria
12985,DRSMOK6,Diagnostic codes for diabetes mellitus,XaJQp,Type II diabetes mellitus with exudative maculopathy
12986,DRSMOK6,Diagnostic codes for diabetes mellitus,XaJSr,Type 1 diabetes mellitus with exudative maculopathy
12987,DRSMOK6,Diagnostic codes for diabetes mellitus,XaKyW,Type 1 diabetes mellitus with gastroparesis
12988,DRSMOK6,Diagnostic codes for diabetes mellitus,XaKyX,Type II diabetes mellitus with gastroparesis
12989,DRSMOK7,Diabetes resolved codes,XaFsp,Diabetes resolved
12990,DRSMOK8,Qualifying diagnostic codes,H3...,Chronic obstructive lung disease
12991,DRSMOK8,Qualifying diagnostic codes,H31..,Chronic bronchitis
12992,DRSMOK8,Qualifying diagnostic codes,H310.,Simple chronic bronchitis
12993,DRSMOK8,Qualifying diagnostic codes,H3100,Simple chronic bronchitis
12994,DRSMOK8,Qualifying diagnostic codes,H310z,Simple chronic bronchitis NOS
12995,DRSMOK8,Qualifying diagnostic codes,H311.,Mucopurulent chronic bronchitis
12996,DRSMOK8,Qualifying diagnostic codes,H3110,Purulent chronic bronchitis
12997,DRSMOK8,Qualifying diagnostic codes,H311z,Mucopurulent chronic bronchitis NOS
12998,DRSMOK8,Qualifying diagnostic codes,H3121,Emphysematous bronchitis
12999,DRSMOK8,Qualifying diagnostic codes,H312z,Obstructive chronic bronchitis NOS
13000,DRSMOK8,Qualifying diagnostic codes,H313.,Mixed simple and mucopurulent chronic bronchitis
13001,DRSMOK8,Qualifying diagnostic codes,H31y.,Other chronic bronchitis
13002,DRSMOK8,Qualifying diagnostic codes,H31y1,Chronic tracheobronchitis
13003,DRSMOK8,Qualifying diagnostic codes,H31yz,Other chronic bronchitis NOS
13004,DRSMOK8,Qualifying diagnostic codes,H31z.,Chronic bronchitis NOS
13005,DRSMOK8,Qualifying diagnostic codes,H32..,Emphysema
13006,DRSMOK8,Qualifying diagnostic codes,H320.,Chronic bullous emphysema
13007,DRSMOK8,Qualifying diagnostic codes,H3200,Segmental bullous emphysema
13008,DRSMOK8,Qualifying diagnostic codes,H3201,Zonal bullous emphysema
13009,DRSMOK8,Qualifying diagnostic codes,H3202,Giant bullous emphysema
13010,DRSMOK8,Qualifying diagnostic codes,H320z,Chronic bullous emphysema NOS
13011,DRSMOK8,Qualifying diagnostic codes,H321.,Panlobular emphysema
13012,DRSMOK8,Qualifying diagnostic codes,H322.,Centrilobular emphysema
13013,DRSMOK8,Qualifying diagnostic codes,H32y.,Other emphysema
13014,DRSMOK8,Qualifying diagnostic codes,H32y0,Acute vesicular emphysema
13015,DRSMOK8,Qualifying diagnostic codes,H32y2,MacLeods syndrome
13016,DRSMOK8,Qualifying diagnostic codes,H32yz,(Sawyer-Jones syndrome) or (other emphysema NOS)
13017,DRSMOK8,Qualifying diagnostic codes,H32z.,Emphysema NOS
13018,DRSMOK8,Qualifying diagnostic codes,H3y..,Other specified chronic obstructive airways disease
13019,DRSMOK8,Qualifying diagnostic codes,H3z..,Chronic obstructive airways disease NOS
13020,DRSMOK8,Qualifying diagnostic codes,H4640,Chronic emphysema due to chemical fumes
13021,DRSMOK8,Qualifying diagnostic codes,H4641,Toxic bronchiolitis obliterans
13022,DRSMOK8,Qualifying diagnostic codes,H582.,Compensatory emphysema
13023,DRSMOK8,Qualifying diagnostic codes,Hyu30,[X]Other emphysema
13024,DRSMOK8,Qualifying diagnostic codes,Hyu31,[X]Other specified chronic obstructive pulmonary disease
13025,DRSMOK8,Qualifying diagnostic codes,X101j,Occupational chronic bronchitis
13026,DRSMOK8,Qualifying diagnostic codes,X101k,Byssinosis grade 3
13027,DRSMOK8,Qualifying diagnostic codes,X101l,Bronchiolitis obliterans
13028,DRSMOK8,Qualifying diagnostic codes,X101m,Drug-induced bronchiolitis obliterans
13029,DRSMOK8,Qualifying diagnostic codes,X101n,Pulmonary emphysema
13030,DRSMOK8,Qualifying diagnostic codes,X101o,Pulmonary emphysema in alpha-1 PI deficiency
13031,DRSMOK8,Qualifying diagnostic codes,X101p,Toxic emphysema
13032,DRSMOK8,Qualifying diagnostic codes,X101q,Congenital lobar emphysema
13033,DRSMOK8,Qualifying diagnostic codes,X101r,Scar emphysema
13034,DRSMOK8,Qualifying diagnostic codes,X102z,Bronchiolitis obliterans with usual interstitial pneumonitis
13035,DRSMOK8,Qualifying diagnostic codes,XE0YM,Purulent chronic bronchitis
13036,DRSMOK8,Qualifying diagnostic codes,XE0YN,Bullous emphysema with collapse
13037,DRSMOK8,Qualifying diagnostic codes,XE0YO,Atrophic (senile) emphysema
13038,DRSMOK8,Qualifying diagnostic codes,XE0YP,Other emphysema NOS
13039,DRSMOK8,Qualifying diagnostic codes,XE0ZN,Chronic: [bronchitis NOS] or [tracheobronchitis]
13040,DRSMOK8,Qualifying diagnostic codes,XaEIV,Mild chronic obstructive pulmonary disease
13041,DRSMOK8,Qualifying diagnostic codes,XaEIW,Moderate chronic obstructive pulmonary disease
13042,DRSMOK8,Qualifying diagnostic codes,XaEIY,Severe chronic obstructive pulmonary disease
13043,DRSMOK8,Qualifying diagnostic codes,XaIND,End stage chronic obstructive airways disease
13044,DRSMOK8,Qualifying diagnostic codes,XaIQg,Interstitial pulmonary emphysema
13045,DRSMOK8,Qualifying diagnostic codes,XaN4a,Very severe chronic obstructive pulmonary disease
13046,DRSMOK9,Asthma diagnosis  codes,173A.,Exercise-induced asthma
13047,DRSMOK9,Asthma diagnosis  codes,H3120,Chronic asthmatic bronchitis
13048,DRSMOK9,Asthma diagnosis  codes,H33..,Asthma
13049,DRSMOK9,Asthma diagnosis  codes,H330.,Asthma: [extrins - atop][allerg][pollen][childh][+ hay fev]
13050,DRSMOK9,Asthma diagnosis  codes,H3300,(Hay fever + asthma) or (extr asthma without status asthmat)
13051,DRSMOK9,Asthma diagnosis  codes,H3301,Extrins asthma with: [asthma attack] or [status asthmaticus]
13052,DRSMOK9,Asthma diagnosis  codes,H330z,Extrinsic asthma NOS
13053,DRSMOK9,Asthma diagnosis  codes,H331.,(Intrinsic asthma) or (late onset asthma)
13054,DRSMOK9,Asthma diagnosis  codes,H3310,Intrinsic asthma without status asthmaticus
13055,DRSMOK9,Asthma diagnosis  codes,H3311,Intrins asthma with: [asthma attack] or [status asthmaticus]
13056,DRSMOK9,Asthma diagnosis  codes,H331z,Intrinsic asthma NOS
13057,DRSMOK9,Asthma diagnosis  codes,H332.,Mixed asthma
13058,DRSMOK9,Asthma diagnosis  codes,H33z.,Asthma unspecified
13059,DRSMOK9,Asthma diagnosis  codes,H33z0,(Severe asthma attack) or (status asthmaticus NOS)
13060,DRSMOK9,Asthma diagnosis  codes,H33z1,Asthma attack (& NOS)
13061,DRSMOK9,Asthma diagnosis  codes,H33z2,Late onset asthma
13062,DRSMOK9,Asthma diagnosis  codes,H33zz,(Asthma:[exerc ind][allerg NEC][NOS]) or (allerg bronch NEC)
13063,DRSMOK9,Asthma diagnosis  codes,Ua1AX,Brittle asthma
13064,DRSMOK9,Asthma diagnosis  codes,X101t,Childhood asthma
